DBCODE,ENTITY,STANDID,YEAR_BEGIN,YEAR_END,SPECIES,DELTA_TPH_NHA,DELTA_BA_M2HA,DELTA_VOL_M3HA,DELTA_BIO_MGHA,DELTA_JENKBIO_MGHA,MEAN_ANNUAL_NPP,NO_PLOTS
TP001,7,GMNF,1989,1994,ABPR,0,-2.4483,-70.3158,-26.0168,-27.5642,9.484,64
TP001,7,GMNF,1989,1994,ALL,0,-1.1508,-32.6916,-9.6562,-11.1531,16.5968,64
TP001,7,GMNF,1989,1994,PSME,0,0.5959,19.2601,8.6478,9.7189,4.1579,64
TP001,7,GMNF,1989,1994,TSHE,0,0.7722,18.355,7.7091,6.7693,2.2236,64
TP001,7,GMNF,1994,1999,ABAM,0,-0.1745,-1.8382,-0.7665,-0.8615,0.5395,64
TP001,7,GMNF,1994,1999,ABPR,0,-2.7745,-64.6904,-23.9354,-28.8944,3.2538,64
TP001,7,GMNF,1994,1999,ALL,0,-1.9135,-38.5033,-12.5424,-17.5999,6.3756,64
TP001,7,GMNF,1994,1999,PSME,0,0.4303,13.4121,6.022,6.7755,1.2044,64
TP001,7,GMNF,1994,1999,TSHE,0,0.6053,14.6132,6.1376,5.3805,1.3779,64
TP001,7,GMNF,1999,2006,ABAM,0,0.317,6.0229,2.5116,2.5604,0.726,64
TP001,7,GMNF,1999,2006,ABPR,0,-2.5048,-42.611,-15.7661,-24.9275,2.4804,64
TP001,7,GMNF,1999,2006,ALL,0,-0.2897,18.7503,10.8386,2.084,6.7889,64
TP001,7,GMNF,1999,2006,PSME,0,0.795,29.3449,13.1759,14.8667,1.8823,64
TP001,7,GMNF,1999,2006,TSHE,0,1.1031,25.9934,10.9172,9.5844,1.7002,64
TP001,7,GP01,1927,1932,ALL,0,3.3239,75.9215,34.0888,37.7845,6.8178,1
TP001,7,GP01,1927,1932,PSME,0,3.3239,75.9215,34.0888,37.7845,6.8178,1
TP001,7,GP01,1932,1937,ALL,0,3.2061,78.96,35.453,39.3879,9.9559,1
TP001,7,GP01,1932,1937,PSME,0,3.2061,78.96,35.453,39.3879,9.9559,1
TP001,7,GP01,1937,1943,ALL,0,3.0131,74.6237,33.506,37.2588,8.4067,1
TP001,7,GP01,1937,1943,PSME,0,3.0131,74.6237,33.506,37.2588,8.4067,1
TP001,7,GP01,1943,1952,ALL,0,5.4018,125.9803,56.5652,62.8352,8.1427,1
TP001,7,GP01,1943,1952,PSME,0,5.4018,125.9803,56.5652,62.8352,8.1427,1
TP001,7,GP01,1952,1957,ALL,0,0.8554,36.0577,16.1899,18.2394,7.8524,1
TP001,7,GP01,1952,1957,PSME,0,0.8554,36.0577,16.1899,18.2394,7.8524,1
TP001,7,GP01,1957,1972,ALL,0,0.7806,65.5036,29.4111,33.4471,3.529,1
TP001,7,GP01,1957,1972,PSME,0,0.7806,65.5036,29.4111,33.4471,3.529,1
TP001,7,GP01,1972,1983,ALL,0,-0.6494,27.7699,12.4687,14.5726,7.2165,1
TP001,7,GP01,1972,1983,PSME,0,-0.6494,27.7699,12.4687,14.5726,7.2165,1
TP001,7,GP01,1983,1989,ABAM,0,0.0049,0.0198,0.0082,0.0111,0.0014,1
TP001,7,GP01,1983,1989,ACMA,0,0.1544,1.0611,0.4669,0.6552,0.0778,1
TP001,7,GP01,1983,1989,ALL,0,6.0096,100.5404,44.7063,50.0062,19.4785,1
TP001,7,GP01,1983,1989,ALRU,0,0.02,0.1002,0.0371,0.0599,0.0062,1
TP001,7,GP01,1983,1989,CONU,0,0.065,0.3091,0.1793,0.1712,0.0299,1
TP001,7,GP01,1983,1989,PSME,0,3.4035,83.2307,37.3706,41.6377,18.2558,1
TP001,7,GP01,1983,1989,TSHE,0,2.3617,15.8195,6.6442,7.4711,1.1074,1
TP001,7,GP01,1989,1994,ABAM,0,0.0069,0.0396,0.0165,0.0208,0.0033,1
TP001,7,GP01,1989,1994,ACMA,0,0.3711,2.761,1.2148,1.664,0.243,1
TP001,7,GP01,1989,1994,ALL,0,-34.6412,-638.2996,-287.1,-315.868,-56.2218,1
TP001,7,GP01,1989,1994,ALRU,0,0.0138,0.0937,0.0347,0.0527,0.0069,1
TP001,7,GP01,1989,1994,CONU,0,0.0163,0.0946,0.0549,0.052,0.011,1
TP001,7,GP01,1989,1994,PSME,0,-37.0101,-657.9224,-295.4071,-325.1713,-57.8832,1
TP001,7,GP01,1989,1994,TSHE,0,1.9607,16.634,6.9863,7.5139,1.3973,1
TP001,7,GP01,1994,1999,ABAM,0,0.0079,0.0564,0.0235,0.0287,0.0047,1
TP001,7,GP01,1994,1999,ACMA,0,0.783,6.6885,2.9429,3.8782,0.5886,1
TP001,7,GP01,1994,1999,ALL,0,5.8997,87.028,38.1756,42.2239,70.7301,1
TP001,7,GP01,1994,1999,ALRU,0,0.0418,0.2272,0.0841,0.133,0.0168,1
TP001,7,GP01,1994,1999,CONU,0,0.0376,0.2017,0.117,0.1112,0.0234,1
TP001,7,GP01,1994,1999,PSME,0,2.1475,50.6675,22.7497,25.3202,67.639,1
TP001,7,GP01,1994,1999,TSHE,0,2.8819,29.1867,12.2584,12.7526,2.4575,1
TP001,7,GP01,1999,2005,ABAM,0,0.0082,0.065,0.0271,0.0324,0.0045,1
TP001,7,GP01,1999,2005,ACMA,0,1.1171,10.4502,4.5981,5.9211,0.7664,1
TP001,7,GP01,1999,2005,ALL,0,4.6252,69.5763,30.2998,33.314,5.363,1
TP001,7,GP01,1999,2005,ALRU,0,-0.0146,-0.0652,-0.0241,-0.04,-0.004,1
TP001,7,GP01,1999,2005,CONU,0,0.0462,0.3129,0.1815,0.1712,0.0333,1
TP001,7,GP01,1999,2005,PSME,0,0.8656,28.1249,12.6281,14.1968,2.39,1
TP001,7,GP01,1999,2005,TSHE,0,2.6027,30.6884,12.8891,13.0325,2.1729,1
TP001,7,GP01,2005,2010,ABAM,0,0.0069,0.0597,0.0249,0.0293,0.005,1
TP001,7,GP01,2005,2010,ACMA,0,0.9889,10.5174,4.6277,5.7772,0.9389,1
TP001,7,GP01,2005,2010,ALL,0,6.5757,117.0022,51.4582,56.3092,13.7056,1
TP001,7,GP01,2005,2010,ALRU,0,0.0116,0.1151,0.0426,0.0602,0.0201,1
TP001,7,GP01,2005,2010,CONU,0,0.0005,-0.0457,-0.0265,-0.0242,-0.0023,1
TP001,7,GP01,2005,2010,PSME,0,2.9928,73.1108,32.8268,36.596,9.8303,1
TP001,7,GP01,2005,2010,TSHE,0,2.575,33.2449,13.9629,13.8707,2.9136,1
TP001,7,GP02,1927,1932,ALL,0,5.512,99.9026,44.8218,49.2987,8.9644,1
TP001,7,GP02,1927,1932,PIMO,0,0.0353,0.5229,0.2003,0.2019,0.0401,1
TP001,7,GP02,1927,1932,PSME,0,5.4766,99.3797,44.6215,49.0969,8.9243,1
TP001,7,GP02,1932,1937,ALL,0,2.7178,71.9176,32.2513,35.8398,7.2029,1
TP001,7,GP02,1932,1937,PIMO,0,0.0398,0.602,0.2306,0.2308,0.0461,1
TP001,7,GP02,1932,1937,PSME,0,2.678,71.3156,32.0207,35.6091,7.1568,1
TP001,7,GP02,1937,1943,ALL,0,2.0289,64.6758,29.0142,32.3922,7.6175,1
TP001,7,GP02,1937,1943,PIMO,0,0.0245,0.3822,0.1464,0.1458,0.0244,1
TP001,7,GP02,1937,1943,PSME,0,2.0044,64.2936,28.8678,32.2464,7.5931,1
TP001,7,GP02,1943,1952,ALL,0,5.4927,124.803,56.3533,62.4635,8.2463,1
TP001,7,GP02,1943,1952,PIMO,0,-0.4169,-4.7996,-1.8383,-2.0253,-0.2043,1
TP001,7,GP02,1943,1952,PSME,0,5.9096,129.6026,58.1916,64.4889,8.4505,1
TP001,7,GP02,1952,1957,ALL,0,2.8218,65.1009,29.2303,32.4539,8.5029,1
TP001,7,GP02,1952,1957,PIMO,0,0,0,0,0,0,1
TP001,7,GP02,1952,1957,PSME,0,2.8218,65.1009,29.2303,32.4539,8.1352,1
TP001,7,GP03,1927,1932,ALL,0,5.9103,107.5006,48.2678,53.1199,9.6536,1
TP001,7,GP03,1927,1932,PSME,0,5.9103,107.5006,48.2678,53.1199,9.6536,1
TP001,7,GP03,1932,1937,ALL,0,2.4673,69.0767,31.0154,34.5463,6.7314,1
TP001,7,GP03,1932,1937,PSME,0,2.4673,69.0767,31.0154,34.5463,6.7314,1
TP001,7,GP03,1937,1943,ALL,0,2.337,68.1174,30.5847,34.1238,8.3563,1
TP001,7,GP03,1937,1943,PSME,0,2.337,68.1174,30.5847,34.1238,8.3563,1
TP001,7,GP03,1943,1952,ALL,0,1.1826,66.2837,29.7614,33.6009,5.5019,1
TP001,7,GP03,1943,1952,PSME,0,1.1826,66.2837,29.7614,33.6009,5.5019,1
TP001,7,GP03,1952,1957,ALL,0,-2.8431,-24.5261,-11.0122,-11.6073,6.5146,1
TP001,7,GP03,1952,1957,PSME,0,-2.8431,-24.5261,-11.0122,-11.6073,6.5146,1
TP001,7,GP03,1957,1983,ALL,0,9.1633,248.7981,111.7103,124.742,6.0379,1
TP001,7,GP03,1957,1983,PSME,0,9.1633,248.7981,111.7103,124.742,6.0379,1
TP001,7,GP03,1983,1989,ABGR,0,0.0262,0.0759,0.0266,0.0688,0.0044,1
TP001,7,GP03,1983,1989,ACMA,0,0.2911,2.442,1.0745,1.4226,0.1791,1
TP001,7,GP03,1983,1989,ALL,0,5.1463,85.5181,37.9139,42.6112,15.9456,1
TP001,7,GP03,1983,1989,ALRU,0,0.0729,0.3885,0.1438,0.2292,0.024,1
TP001,7,GP03,1983,1989,CONU,0,0.0684,0.324,0.1879,0.1794,0.0313,1
TP001,7,GP03,1983,1989,PSME,0,2.4455,66.218,29.7319,33.2331,14.582,1
TP001,7,GP03,1983,1989,TSHE,0,2.2422,16.0698,6.7493,7.4781,1.1249,1
TP001,7,GP03,1989,1994,ABAM,0,0,0,0,0,0,1
TP001,7,GP03,1989,1994,ABGR,0,0.001,0.0149,0.0052,0.0092,0.001,1
TP001,7,GP03,1989,1994,ACMA,0,0.2189,1.8799,0.8272,1.0877,0.1654,1
TP001,7,GP03,1989,1994,ALL,0,-7.9385,-139.5779,-62.9667,-68.964,-10.0466,1
TP001,7,GP03,1989,1994,ALRU,0,0.0259,0.1827,0.0676,0.1014,0.0135,1
TP001,7,GP03,1989,1994,CONU,0,0.0504,0.237,0.1374,0.1312,0.0275,1
TP001,7,GP03,1989,1994,PSME,0,-9.3669,-152.0439,-68.2677,-74.8216,-11.1069,1
TP001,7,GP03,1989,1994,TSHE,0,1.1322,10.1515,4.2636,4.5281,0.8527,1
TP001,7,GP03,1994,1999,ABAM,0,0.0062,0.0252,0.0105,0.014,0.0021,1
TP001,7,GP03,1994,1999,ABGR,0,-0.0126,-0.0531,-0.0186,-0.0421,-0.0037,1
TP001,7,GP03,1994,1999,ACMA,0,0.3944,3.3044,1.4539,1.9253,0.2908,1
TP001,7,GP03,1994,1999,ALL,0,-1.2651,-21.7314,-10.1485,-10.8262,17.1771,1
TP001,7,GP03,1994,1999,ALRU,0,0.0166,0.1279,0.0473,0.0699,0.0095,1
TP001,7,GP03,1994,1999,CONU,0,0.0383,0.2043,0.1185,0.1127,0.0237,1
TP001,7,GP03,1994,1999,PSME,0,-3.0368,-38.5287,-17.2994,-18.6798,15.7333,1
TP001,7,GP03,1994,1999,TSHE,0,1.3289,13.1886,5.5392,5.7738,1.1215,1
TP001,7,GP03,1999,2005,ABAM,0,0.0015,0.009,0.0037,0.0048,0.0006,1
TP001,7,GP03,1999,2005,ABGR,0,0.0017,0.0056,0.002,0.0047,0.0045,1
TP001,7,GP03,1999,2005,ACMA,0,0.4979,4.7744,2.1007,2.6877,0.3501,1
TP001,7,GP03,1999,2005,ALL,0,3.5792,68.5251,30.3403,33.6898,13.3796,1
TP001,7,GP03,1999,2005,ALRU,0,-0.0032,0.008,0.003,0.0008,0.0036,1
TP001,7,GP03,1999,2005,CONU,0,0.0477,0.2603,0.151,0.1435,0.0252,1
TP001,7,GP03,1999,2005,PSME,0,1.7391,49.0839,22.0387,24.6792,11.9694,1
TP001,7,GP03,1999,2005,TSHE,0,1.2945,14.384,6.0413,6.1691,1.0262,1
TP001,7,GP03,2005,2010,ABAM,0,0.004,0.0144,0.006,0.0083,0.0012,1
TP001,7,GP03,2005,2010,ABGR,0,-0.0101,-0.029,-0.0101,-0.0265,-0.002,1
TP001,7,GP03,2005,2010,ACMA,0,0.6751,7.595,3.3418,4.1268,0.6684,1
TP001,7,GP03,2005,2010,ALL,0,2.8772,62.4408,27.5093,30.5905,8.3756,1
TP001,7,GP03,2005,2010,ALRU,0,0.0042,0.0334,0.0124,0.0183,0.0097,1
TP001,7,GP03,2005,2010,CONU,0,-0.0002,0.0349,0.0202,0.0185,0.004,1
TP001,7,GP03,2005,2010,PSME,0,0.9039,38.8412,17.4397,19.7248,6.3013,1
TP001,7,GP03,2005,2010,TSHE,0,1.3005,15.951,6.6994,6.7204,1.3929,1
TP001,7,GP04,1927,1932,ACMA,0,0.0988,1.056,0.4646,0.5782,0.0929,1
TP001,7,GP04,1927,1932,ALL,0,3.3106,63.4387,28.4156,31.3945,5.6831,1
TP001,7,GP04,1927,1932,ALRU,0,0.0032,0.0196,0.0073,0.0113,0.0015,1
TP001,7,GP04,1927,1932,PIMO,0,0.045,0.7491,0.2869,0.28,0.0574,1
TP001,7,GP04,1927,1932,PREM,0,0.0101,0.0999,0.037,0.0541,0.0074,1
TP001,7,GP04,1927,1932,PSME,0,3.1534,61.514,27.6198,30.471,5.524,1
TP001,7,GP04,1932,1937,ACMA,0,0.0899,1.0492,0.4617,0.5639,0.0923,1
TP001,7,GP04,1932,1937,ALL,0,3.1483,65.11,29.185,32.3217,6.921,1
TP001,7,GP04,1932,1937,ALRU,0,0.0017,0.0106,0.0039,0.0061,0.0008,1
TP001,7,GP04,1932,1937,PIMO,0,0.0306,0.5226,0.2002,0.1944,0.04,1
TP001,7,GP04,1932,1937,PREM,0,0.0059,0.0586,0.0217,0.0317,0.0043,1
TP001,7,GP04,1932,1937,PSME,0,3.02,63.4689,28.4975,31.5256,6.7835,1
TP001,7,GP04,1937,1943,ACMA,0,0.1327,1.3806,0.6075,0.7624,0.1012,1
TP001,7,GP04,1937,1943,ALL,0,2.5028,61.8459,27.6929,30.8233,5.5508,1
TP001,7,GP04,1937,1943,ALRU,0,-0.0091,-0.0453,-0.0168,-0.0273,-0.0028,1
TP001,7,GP04,1937,1943,PIMO,0,0.0596,1.0423,0.3992,0.3867,0.0665,1
TP001,7,GP04,1937,1943,PREM,0,-0.0022,-0.0224,-0.0083,-0.0121,-0.0014,1
TP001,7,GP04,1937,1943,PSME,0,2.322,59.4907,26.7113,29.7136,5.3872,1
TP001,7,GP04,1943,1952,ACMA,0,0.1628,2.1511,0.9465,1.1296,0.1052,1
TP001,7,GP04,1943,1952,ALL,0,3.7368,87.6223,39.3276,43.6649,5.4137,1
TP001,7,GP04,1943,1952,ALRU,0,-0.0121,-0.0636,-0.0235,-0.0376,-0.0008,1
TP001,7,GP04,1943,1952,PIMO,0,0.0341,0.6148,0.2355,0.2277,0.0262,1
TP001,7,GP04,1943,1952,PREM,0,-0.0687,-0.5553,-0.2055,-0.3021,-0.0228,1
TP001,7,GP04,1943,1952,PSME,0,3.5915,85.3447,38.3198,42.5803,5.2999,1
TP001,7,GP04,1943,1952,TSHE,0,0.0292,0.1306,0.0548,0.067,0.0061,1
TP001,7,GP04,1952,1957,ACMA,0,0.0368,0.6395,0.2814,0.3216,0.0676,1
TP001,7,GP04,1952,1957,ALL,0,2.0247,48.6311,22.2698,24.9229,6.9672,1
TP001,7,GP04,1952,1957,ALRU,0,0,0,0,0,0,1
TP001,7,GP04,1952,1957,PIMO,0,-0.4813,-6.7239,-2.5753,-2.6562,-0.5151,1
TP001,7,GP04,1952,1957,PREM,0,0,0,0,0,0,1
TP001,7,GP04,1952,1957,PSME,0,2.4468,54.5942,24.5128,27.1975,7.3588,1
TP001,7,GP04,1952,1957,TSHE,0,0.0225,0.1213,0.0509,0.0599,0.0102,1
TP001,7,GP05,1927,1932,ACMA,0,-0.0462,-0.2864,-0.126,-0.1822,-0.0252,1
TP001,7,GP05,1927,1932,ALL,0,4.0981,81.8257,36.6997,40.4043,7.3399,1
TP001,7,GP05,1927,1932,ALRU,0,0.0025,0.0211,0.0078,0.0113,0.0016,1
TP001,7,GP05,1927,1932,PIMO,0,0.04,0.6602,0.2529,0.2469,0.0506,1
TP001,7,GP05,1927,1932,POTR2,0,0.0324,0.4342,0.152,0.2086,0.0304,1
TP001,7,GP05,1927,1932,PREM,0,-0.0815,-0.5777,-0.2138,-0.3157,-0.0428,1
TP001,7,GP05,1927,1932,PSME,0,4.151,81.5743,36.6269,40.4353,7.3254,1
TP001,7,GP05,1932,1937,ACMA,0,-0.4329,-3.9448,-1.7357,-2.2486,-0.2858,1
TP001,7,GP05,1932,1937,ALL,0,3.4082,82.5032,37.0139,40.6094,8.4903,1
TP001,7,GP05,1932,1937,ALRU,0,-0.0339,-0.2294,-0.0849,-0.1282,-0.017,1
TP001,7,GP05,1932,1937,PIMO,0,0.0563,0.9664,0.3701,0.3594,0.074,1
TP001,7,GP05,1932,1937,POTR2,0,0.039,0.5456,0.191,0.2599,0.0382,1
TP001,7,GP05,1932,1937,PREM,0,-0.0561,-0.4318,-0.1598,-0.2353,0.0117,1
TP001,7,GP05,1932,1937,PSME,0,3.8357,85.5972,38.4331,42.6021,8.6691,1
TP001,7,GP05,1937,1943,ACMA,0,-0.1381,-1.2957,-0.5701,-0.733,0.212,1
TP001,7,GP05,1937,1943,ALL,0,2.299,71.1093,31.8082,35.4156,7.4321,1
TP001,7,GP05,1937,1943,ALRU,0,0,0,0,0,0,1
TP001,7,GP05,1937,1943,PIMO,0,0.0702,1.248,0.478,0.4626,0.0797,1
TP001,7,GP05,1937,1943,POTR2,0,0.0343,0.4968,0.1739,0.2348,0.029,1
TP001,7,GP05,1937,1943,PREM,0,0,0,0,0,0,1
TP001,7,GP05,1937,1943,PSME,0,2.3326,70.6602,31.7264,35.4512,7.0707,1
TP001,7,GP05,1943,1952,ACMA,0,-0.3941,-4.3322,-1.9062,-2.3628,-0.142,1
TP001,7,GP05,1943,1952,ALL,0,4.4942,118.8005,53.2131,59.0326,8.3383,1
TP001,7,GP05,1943,1952,PIMO,0,0.0657,1.2022,0.4604,0.4454,0.0512,1
TP001,7,GP05,1943,1952,POTR2,0,0.0578,0.8688,0.3041,0.4072,0.0338,1
TP001,7,GP05,1943,1952,PSME,0,4.7527,120.9948,54.3267,60.5099,8.3922,1
TP001,7,GP05,1943,1952,TSHE,0,0.0121,0.067,0.0281,0.0329,0.0031,1
TP001,7,GP05,1952,1957,ACMA,0,-0.0766,-0.7693,-0.3385,-0.4278,0.3097,1
TP001,7,GP05,1952,1957,ALL,0,1.9128,49.0558,21.9929,24.4618,9.1679,1
TP001,7,GP05,1952,1957,PIMO,0,0.0101,0.1918,0.0734,0.0711,0.0147,1
TP001,7,GP05,1952,1957,POTR2,0,0.0168,0.2617,0.0916,0.1219,0.0183,1
TP001,7,GP05,1952,1957,PSME,0,1.9555,49.3182,22.1439,24.6718,8.8207,1
TP001,7,GP05,1952,1957,TSHE,0,0.0069,0.0534,0.0224,0.0247,0.0045,1
TP001,7,GP05,1957,1972,ACMA,0,-0.2889,-3.104,-1.3658,-1.7005,-0.0672,1
TP001,7,GP05,1957,1972,ALL,0,3.3954,107.6554,48.8559,54.7774,4.4366,1
TP001,7,GP05,1957,1972,PIMO,0,-0.5513,-8.0131,-3.069,-3.1338,-0.2046,1
TP001,7,GP05,1957,1972,POTR2,0,0.0175,0.2707,0.0947,0.1258,0.0063,1
TP001,7,GP05,1957,1972,PSME,0,4.1789,118.1085,53.0307,59.3132,4.691,1
TP001,7,GP05,1957,1972,TSHE,0,0.039,0.3933,0.1652,0.1728,0.011,1
TP001,7,GP05,1972,1983,ACMA,0,0,0,0,0,0,1
TP001,7,GP05,1972,1983,ALL,0,5.5891,151.3443,68.4296,75.8937,10.1879,1
TP001,7,GP05,1972,1983,PIMO,0,0,0,0,0,0,1
TP001,7,GP05,1972,1983,POTR2,0,-0.3966,-4.9767,-1.7419,-2.4191,-0.1584,1
TP001,7,GP05,1972,1983,PSME,0,5.9402,155.7456,69.9298,78.071,9.9211,1
TP001,7,GP05,1972,1983,TSHE,0,0.0455,0.5754,0.2417,0.2418,0.022,1
TP001,7,GP05,1983,1989,ABGR,0,0.0151,0.0387,0.0136,0.037,0.0023,1
TP001,7,GP05,1983,1989,ACMA,0,0.0474,0.3008,0.1324,0.1904,0.0221,1
TP001,7,GP05,1983,1989,ALL,0,3.6948,83.3239,37.2786,41.6606,10.0823,1
TP001,7,GP05,1983,1989,CONU,0,0.0116,0.0517,0.03,0.0287,0.005,1
TP001,7,GP05,1983,1989,POTR2,0,0,0,0,0,0,1
TP001,7,GP05,1983,1989,PSME,0,2.9993,78.3085,35.1605,39.2682,9.439,1
TP001,7,GP05,1983,1989,TSHE,0,0.6214,4.6241,1.9421,2.1363,0.3237,1
TP001,7,GP05,1989,1994,ABGR,0,0.0044,0.0163,0.0057,0.0135,0.0011,1
TP001,7,GP05,1989,1994,ACMA,0,0.0766,0.5991,0.2636,0.3569,0.0527,1
TP001,7,GP05,1989,1994,ALL,0,1.2871,48.159,21.5715,24.3798,6.3455,1
TP001,7,GP05,1989,1994,CONU,0,-0.0002,-0.0025,-0.0014,-0.0014,-0.0003,1
TP001,7,GP05,1989,1994,PSME,0,1.0675,46.0095,20.6582,23.3487,6.1629,1
TP001,7,GP05,1989,1994,TSHE,0,0.1389,1.5367,0.6454,0.6621,0.1291,1
TP001,7,GP05,1994,1999,ABGR,0,0.0005,0.0024,0.0008,0.0021,0.0002,1
TP001,7,GP05,1994,1999,ACMA,0,0.124,1.097,0.4827,0.6301,0.0965,1
TP001,7,GP05,1994,1999,ALL,0,-20.1149,-372.1393,-167.1718,-184.2098,-29.4407,1
TP001,7,GP05,1994,1999,CONU,0,0.0015,0.0086,0.005,0.0048,0.001,1
TP001,7,GP05,1994,1999,PSME,0,-20.4855,-375.7394,-168.707,-185.9323,-29.7806,1
TP001,7,GP05,1994,1999,TSHE,0,0.2446,2.4922,1.0467,1.0856,0.2421,1
TP001,7,GP05,1999,2005,ABGR,0,0.0072,0.0194,0.0068,0.0181,0.0011,1
TP001,7,GP05,1999,2005,ACMA,0,0.2629,2.7456,1.2081,1.5138,0.2013,1
TP001,7,GP05,1999,2005,ALL,0,1.4759,44.6251,19.8862,22.4967,36.9788,1
TP001,7,GP05,1999,2005,CONU,0,0.0044,0.0255,0.0148,0.014,0.0025,1
TP001,7,GP05,1999,2005,PSME,0,0.7964,37.4507,16.8153,19.0636,36.4616,1
TP001,7,GP05,1999,2005,TSHE,0,0.405,4.384,1.8413,1.8872,0.3122,1
TP001,7,GP05,2005,2010,ABGR,0,0.0042,0.0157,0.0055,0.0127,0.0011,1
TP001,7,GP05,2005,2010,ACMA,0,0.1584,1.9601,0.8624,1.042,0.1725,1
TP001,7,GP05,2005,2010,ALL,0,3.6652,81.3438,36.3742,40.4456,11.4022,1
TP001,7,GP05,2005,2010,CONU,0,0.0042,0.0249,0.0145,0.0137,0.0029,1
TP001,7,GP05,2005,2010,PSME,0,3.0944,74.7498,33.5626,37.4177,10.8398,1
TP001,7,GP05,2005,2010,TSHE,0,0.404,4.5933,1.9292,1.9594,0.3858,1
TP001,7,GP07,1927,1932,ALL,0,3.4341,66.4538,29.8882,32.7615,5.9776,1
TP001,7,GP07,1927,1932,ALRU,0,-0.1295,-0.9505,-0.3517,-0.5245,-0.0703,1
TP001,7,GP07,1927,1932,PSME,0,3.4905,66.5541,29.8828,32.9284,5.9766,1
TP001,7,GP07,1927,1932,TSHE,0,0.0731,0.8501,0.3571,0.3576,0.0714,1
TP001,7,GP07,1932,1937,ALL,0,2.259,59.1166,26.6867,29.3484,6.4552,1
TP001,7,GP07,1932,1937,ALRU,0,-0.2375,-2.258,-0.8355,-1.1679,-0.058,1
TP001,7,GP07,1932,1937,PSME,0,2.3916,60.1673,27.0151,30.0057,6.4118,1
TP001,7,GP07,1932,1937,TSHE,0,0.1048,1.2074,0.5071,0.5106,0.1014,1
TP001,7,GP07,1937,1943,ALL,0,3.4618,82.774,38.3082,40.6915,9.1684,1
TP001,7,GP07,1937,1943,ALRU,0,-1.5495,-15.5213,-5.7429,-7.9379,-0.8168,1
TP001,7,GP07,1937,1943,PSME,0,4.6832,95.418,42.8427,47.3494,9.7838,1
TP001,7,GP07,1937,1943,TSHE,0,0.3281,2.8773,1.2085,1.28,0.2014,1
TP001,7,GP07,1943,1952,ALL,0,5.7121,129.6983,58.2231,64.3103,7.9919,1
TP001,7,GP07,1943,1952,ALRU,0,-0.1436,-1.3981,-0.5173,-0.7198,0.5806,1
TP001,7,GP07,1943,1952,PSME,0,5.4865,126.8933,56.9751,63.2376,7.2152,1
TP001,7,GP07,1943,1952,TSHE,0,0.3692,4.2032,1.7653,1.7925,0.1961,1
TP001,7,GP07,1952,1957,ALL,0,1.7539,49.0672,21.9724,24.4463,7.596,1
TP001,7,GP07,1952,1957,ALRU,0,0,0,0,0,0,1
TP001,7,GP07,1952,1957,PSME,0,1.5985,47.0394,21.1207,23.5996,7.3222,1
TP001,7,GP07,1952,1957,TSHE,0,0.1554,2.0279,0.8517,0.8467,0.1703,1
TP001,7,GP07,1957,1983,ALL,0,5.7312,222.5244,99.7592,112.1503,4.4559,1
TP001,7,GP07,1957,1983,PSME,0,5.3007,217.2039,97.5246,109.8783,4.3648,1
TP001,7,GP07,1957,1983,TSHE,0,0.4304,5.3205,2.2346,2.2721,0.0912,1
TP001,7,GP07,1983,1989,ABAM,0,0.0185,0.087,0.0363,0.0474,0.006,1
TP001,7,GP07,1983,1989,ACMA,0,0.1362,1.0857,0.4777,0.6417,0.0796,1
TP001,7,GP07,1983,1989,ALL,0,11.2305,160.2417,69.6952,75.8822,27.342,1
TP001,7,GP07,1983,1989,ALRU,0,0.0749,0.4525,0.1674,0.2592,0.0279,1
TP001,7,GP07,1983,1989,CONU,0,0.0897,0.6747,0.3913,0.3679,0.0652,1
TP001,7,GP07,1983,1989,PSME,0,3.0709,81.4105,36.5533,40.8324,21.2246,1
TP001,7,GP07,1983,1989,THPL,0,0.1722,0.6915,0.2164,0.5965,0.0361,1
TP001,7,GP07,1983,1989,TSHE,0,7.6681,75.8399,31.8527,33.1373,5.9026,1
TP001,7,GP07,1989,1994,ABAM,0,-0.0109,-0.0528,-0.022,-0.0286,-0.0044,1
TP001,7,GP07,1989,1994,ACMA,0,0.0591,0.6364,0.28,0.3486,0.056,1
TP001,7,GP07,1989,1994,ALL,0,3.2743,75.6277,33.2884,35.9086,9.697,1
TP001,7,GP07,1989,1994,ALRU,0,0.0694,0.5725,0.2118,0.3066,0.0424,1
TP001,7,GP07,1989,1994,CONU,0,0.0015,0.0105,0.0061,0.0057,0.0012,1
TP001,7,GP07,1989,1994,PSME,0,1.6185,51.8979,23.3022,26.1621,7.6997,1
TP001,7,GP07,1989,1994,THPL,0,-0.0675,-0.316,-0.0989,-0.2475,-0.0198,1
TP001,7,GP07,1989,1994,TSHE,0,1.6042,22.8793,9.6093,9.3617,1.9219,1
TP001,7,GP07,1994,1999,ABAM,0,0.0005,0.0029,0.0012,0.0015,0.0044,1
TP001,7,GP07,1994,1999,ACMA,0,0.0588,0.6441,0.2834,0.3509,0.0567,1
TP001,7,GP07,1994,1999,ALL,0,3.7803,87.4111,38.5501,41.7548,11.2778,1
TP001,7,GP07,1994,1999,ALRU,0,0.0511,0.4692,0.1736,0.2461,0.0347,1
TP001,7,GP07,1994,1999,CONU,0,0.0022,0.0161,0.0093,0.0088,0.0019,1
