DBCODE,ENTITY,STANDID,PLOTID,YEAR_BEGIN,YEAR_END,SPECIES,DELTA_TPH_NHA,DELTA_BA_M2HA,DELTA_VOL_M3HA,DELTA_BIO_MGHA,DELTA_JENKBIO_MGHA,MEAN_ANNUAL_NPP_BIO,MEAN_ANNUAL_NPP_JENKBIO
TP001,9,CH05,CH050004,1983,1988,ALL,0,4.246,83.0216,32.1277,31.0221,16.1962,40.3869
TP001,7,CH05,CH050004,1983,1988,PISI,0,2.2905,55.9497,20.7014,19.8466,13.9109,13.3342
TP001,7,CH05,CH050004,1983,1988,PSME,0,0.084,1.9356,0.8691,0.9667,0.1738,0.1933
TP001,7,CH05,CH050004,1983,1988,TSHE,0,1.8715,25.1363,10.5573,10.2088,2.1115,2.0418
TP001,9,CH05,CH050004,1988,1993,ALL,0,4.8706,109.8383,41.5849,39.8497,8.4308,39.9836
TP001,7,CH05,CH050004,1988,1993,PISI,0,3.5395,91.1062,33.7093,32.3189,6.7419,6.4638
TP001,7,CH05,CH050004,1988,1993,PSME,0,0.0119,0.2785,0.1251,0.1391,0.025,0.0278
TP001,7,CH05,CH050004,1988,1993,TSHE,0,1.3192,18.4536,7.7505,7.3917,1.6639,1.6123
TP001,9,CH05,CH050004,1993,1998,ALL,0,3.4526,80.9024,30.7855,29.5394,6.2338,29.627
TP001,7,CH05,CH050004,1993,1998,PISI,0,2.5138,65.0086,24.0532,23.0611,4.8106,4.6122
TP001,7,CH05,CH050004,1993,1998,PSME,0,0.085,1.9642,0.8819,0.9811,0.1764,0.1962
TP001,7,CH05,CH050004,1993,1998,TSHE,0,0.8538,13.9297,5.8505,5.4972,1.2468,1.187
TP001,9,CH05,CH050004,1998,2003,ALL,0,5.6393,129.9927,48.9222,47.2492,9.9235,47.4132
TP001,7,CH05,CH050004,1998,2003,PISI,0,4.1571,105.6374,38.6519,37.4733,7.7304,7.4947
TP001,7,CH05,CH050004,1998,2003,PSME,0,0.0613,1.4183,0.6368,0.7086,0.1274,0.1417
TP001,7,CH05,CH050004,1998,2003,TSHE,0,1.4209,22.9369,9.6335,9.0673,2.0658,1.9775
TP001,9,CH05,CH050004,2003,2008,ALL,0,-2.4259,-29.6988,-14.8569,-12.0378,-2.8708,-11.9205
TP001,7,CH05,CH050004,2003,2008,PISI,0,1.2717,49.021,18.1305,17.3936,3.6261,3.4787
TP001,7,CH05,CH050004,2003,2008,PSME,0,0.1107,2.5854,1.1609,1.2918,0.2322,0.2584
TP001,7,CH05,CH050004,2003,2008,TSHE,0,-3.8083,-81.3053,-34.1482,-30.7233,-6.7291,-6.0274
TP001,9,CH06,CH060001,1935,1940,ALL,0,12.7213,343.9961,141.0691,125.5558,28.2138,125.5558
TP001,7,CH06,CH060001,1935,1940,PISI,0,2.4802,69.6095,25.7555,24.6933,5.1511,4.9387
TP001,7,CH06,CH060001,1935,1940,PSME,0,0.1304,2.4545,1.1021,1.2148,0.2204,0.243
TP001,7,CH06,CH060001,1935,1940,TSHE,0,10.1107,271.932,114.2115,99.6478,22.8423,19.9296
TP001,9,CH06,CH060001,1940,1945,ALL,0,10.0682,296.1202,119.1007,105.23,30.8401,112.1814
TP001,7,CH06,CH060001,1940,1945,PISI,0,4.4941,105.6868,39.1041,37.4875,10.2183,9.7949
TP001,7,CH06,CH060001,1940,1945,PSME,0,0.0277,0.5027,0.2257,0.2485,0.0451,0.0497
TP001,7,CH06,CH060001,1940,1945,TSHE,0,5.5464,189.9308,79.7709,67.4939,20.5766,18.1527
TP001,9,CH06,CH060001,1945,1955,ALL,0,21.2905,550.8489,221.8935,197.802,26.3103,201.8545
TP001,7,CH06,CH060001,1945,1955,PISI,0,7.7105,180.6325,66.834,64.0713,7.4463,7.1383
TP001,7,CH06,CH060001,1945,1955,PSME,0,-1.0672,-14.8753,-6.679,-7.2717,-0.6679,-0.7272
TP001,7,CH06,CH060001,1945,1955,TSHE,0,14.6472,385.0917,161.7385,141.0025,19.5319,17.4216
TP001,9,CH06,CH060001,1955,2005,ALL,0,-341.9545,-6532.2501,-2647.0703,-2460.9984,-52.2354,-2460.2922
TP001,7,CH06,CH060001,1955,2005,ALRU,0,1.9289,17.2429,6.3799,9.0459,0.1276,0.1809
TP001,7,CH06,CH060001,1955,2005,PISI,0,-104.5425,-1965.9091,-727.3864,-697.1942,-14.4019,-13.8042
TP001,7,CH06,CH060001,1955,2005,PSME,0,-2.0662,-33.0541,-14.8413,-16.2566,-0.166,-0.1828
TP001,7,CH06,CH060001,1955,2005,TSHE,0,-237.2747,-4550.5298,-1911.2225,-1756.5935,-37.795,-34.7077
TP001,9,CH06,CH060001,2005,2008,ALL,0,2.752,57.5939,24.1102,22.3778,994.1148,947.9371
TP001,7,CH06,CH060001,2005,2008,ALRU,0,0.1334,1.5839,0.5861,0.7847,0.1954,0.2616
TP001,7,CH06,CH060001,2005,2008,PISI,0,0,0,0,0,0,0
TP001,7,CH06,CH060001,2005,2008,PSME,0,0,0,0,0,0,0
TP001,7,CH06,CH060001,2005,2008,TSHE,0,2.6186,56.01,23.5242,21.593,746.5102,694.9401
TP001,9,CH06,CH060002,2005,2008,ALL,0,0.2885,29.8681,12.2961,10.2082,4.0987,10.2082
TP001,7,CH06,CH060002,2005,2008,ALRU,0,-0.1028,-0.1081,-0.04,-0.1436,-0.0133,-0.0479
TP001,7,CH06,CH060002,2005,2008,PISI,0,0.2312,5.0775,1.8787,1.8009,0.6262,0.6003
TP001,7,CH06,CH060002,2005,2008,TSHE,0,0.1601,24.8988,10.4575,8.5509,3.4858,2.8503
TP001,9,CH06,CH060003,2005,2008,ALL,0,2.001,48.1055,19.1906,18.3344,6.3969,18.3344
TP001,7,CH06,CH060003,2005,2008,ALRU,0,0.4328,5.0638,1.8736,2.5077,0.6245,0.8359
TP001,7,CH06,CH060003,2005,2008,PISI,0,0.5978,15.2117,5.6283,5.3961,1.8761,1.7987
TP001,7,CH06,CH060003,2005,2008,TSHE,0,0.9704,27.83,11.6886,10.4305,3.8962,3.4768
TP001,9,CH06,CH060004,2005,2008,ALL,0,3.6482,62.5777,25.1476,26.1706,8.3825,26.1706
TP001,7,CH06,CH060004,2005,2008,ALRU,0,1.6126,22.7012,8.3994,10.7895,2.7998,3.5965
TP001,7,CH06,CH060004,2005,2008,TSHE,0,2.0356,39.8766,16.7482,15.381,5.5827,5.127
TP001,9,CH07,CH070001,1935,1940,ALL,0,4.2549,92.3191,38.774,34.9741,7.7548,34.9741
TP001,7,CH07,CH070001,1935,1940,TSHE,0,4.2549,92.3191,38.774,34.9741,7.7548,6.9948
TP001,9,CH07,CH070001,1940,1945,ALL,0,0.5623,28.2695,11.8732,9.8313,2.8672,10.3329
TP001,7,CH07,CH070001,1940,1945,TSHE,0,0.5623,28.2695,11.8732,9.8313,2.8672,2.4679
TP001,9,CH07,CH070001,1945,1955,ALL,0,3.9239,103.7507,43.5753,38.1616,5.2634,39.0753
TP001,7,CH07,CH070001,1945,1955,TSHE,0,3.9239,103.7507,43.5753,38.1616,5.2634,4.7298
TP001,9,CH07,CH070001,1955,1968,ALL,0,-6.417,-45.2593,-19.0089,-22.6703,-0.655,-21.8631
TP001,7,CH07,CH070001,1955,1968,TSHE,0,-6.417,-45.2593,-19.0089,-22.6703,-0.655,-0.9366
TP001,9,CH07,CH070001,1968,1978,ALL,0,-7.2816,-78.2021,-32.8449,-34.4364,4.7822,-26.6546
TP001,7,CH07,CH070001,1968,1978,TSHE,0,-7.2816,-78.2021,-32.8449,-34.4364,4.7822,4.3381
TP001,9,CH07,CH070001,1978,1983,ALL,0,-2.914,-52.2238,-21.934,-20.7565,13.8027,-3.5289
TP001,7,CH07,CH070001,1978,1983,TSHE,0,-2.914,-52.2238,-21.934,-20.7565,13.8027,13.0762
TP001,9,CH07,CH070001,1983,1988,ALL,0,3.7085,82.2647,34.5512,30.7542,17.2155,40.291
TP001,7,CH07,CH070001,1983,1988,TSHE,0,3.7085,82.2647,34.5512,30.7542,17.2155,15.6876
TP001,9,CH07,CH070001,1988,1993,ALL,0,-0.1611,8.3838,3.5212,2.1584,0.7042,2.1584
TP001,7,CH07,CH070001,1988,1993,TSHE,0,-0.1611,8.3838,3.5212,2.1584,0.7042,0.4317
TP001,9,CH07,CH070001,1993,1998,ALL,0,0.8765,31.1325,13.0756,10.8166,8.2261,16.0417
TP001,7,CH07,CH070001,1993,1998,TSHE,0,0.8765,31.1325,13.0756,10.8166,8.2261,7.3884
TP001,9,CH07,CH070001,1998,2003,ALL,0,-13.8241,-249.9858,-104.994,-97.6878,-18.1116,-94.9665
TP001,7,CH07,CH070001,1998,2003,TSHE,0,-13.8241,-249.9858,-104.994,-97.6878,-18.1116,-16.8163
TP001,9,CH07,CH070001,2003,2008,ALL,0,-29.9259,-541.8022,-227.5569,-211.4633,-19.1847,-187.0714
TP001,7,CH07,CH070001,2003,2008,TSHE,0,-29.9259,-541.8022,-227.5569,-211.4633,-19.1847,-17.9007
TP001,9,CH07,CH070002,1935,1940,ALL,0,6,123.7826,49.5295,46.1096,9.9059,46.1096
TP001,7,CH07,CH070002,1935,1940,PISI,0,2.4792,50.6667,18.7467,17.9697,3.7493,3.5939
TP001,7,CH07,CH070002,1935,1940,PSME,0,0.1275,2.5585,1.1488,1.2697,0.2298,0.2539
TP001,7,CH07,CH070002,1935,1940,TSHE,0,3.3933,70.5573,29.6341,26.8701,5.9268,5.374
TP001,9,CH07,CH070002,1940,1945,ALL,0,2.0563,51.0428,20.6708,18.9301,4.1342,18.9301
TP001,7,CH07,CH070002,1940,1945,PISI,0,0.42,15.457,5.7191,5.4839,1.1438,1.0968
TP001,7,CH07,CH070002,1940,1945,PSME,0,0.0128,0.1967,0.0883,0.0967,0.0177,0.0193
TP001,7,CH07,CH070002,1940,1945,TSHE,0,1.6235,35.3891,14.8634,13.3494,2.9727,2.6699
TP001,9,CH07,CH070002,1945,1955,ALL,0,5.9713,152.7243,57.4586,49.5719,6.2547,50.0595
TP001,7,CH07,CH070002,1945,1955,PISI,0,5.163,109.3391,40.4555,38.78,4.5544,4.3656
TP001,7,CH07,CH070002,1945,1955,PSME,0,-2.5148,-42.0223,-18.868,-20.7076,-1.8868,-2.0708
TP001,7,CH07,CH070002,1945,1955,TSHE,0,3.3231,85.4075,35.8712,31.4995,3.5871,3.15
TP001,9,CH07,CH070002,1955,1968,ALL,0,-0.9308,53.032,20.709,16.9224,3.6128,19.0916
TP001,7,CH07,CH070002,1955,1968,PISI,0,-0.0138,32.2025,11.9149,11.4303,0.9165,0.8793
TP001,7,CH07,CH070002,1955,1968,PSME,0,0.081,1.5747,0.7071,0.7806,1.5639,1.7171
TP001,7,CH07,CH070002,1955,1968,TSHE,0,-0.998,19.2548,8.087,4.7115,1.1323,0.8746
TP001,9,CH07,CH070002,1968,1978,ALL,0,6.4654,166.6175,64.6979,59.0984,12.6296,65.0139
TP001,7,CH07,CH070002,1968,1978,PISI,0,4.7609,106.2831,39.3247,37.6979,6.8755,6.5902
TP001,7,CH07,CH070002,1968,1978,PSME,0,0.0573,1.128,0.5065,0.5593,0.0506,0.0559
TP001,7,CH07,CH070002,1968,1978,TSHE,0,1.6472,59.2064,24.8667,20.8412,5.7034,5.1792
TP001,9,CH07,CH070002,1978,1983,ALL,0,-4.3597,-50.1564,-18.9727,-19.4274,-1.4587,-17.1413
TP001,7,CH07,CH070002,1978,1983,PISI,0,-2.9377,-41.86,-15.4882,-14.8411,-3.0976,-2.9682
TP001,7,CH07,CH070002,1978,1983,PSME,0,0,0,0,0,0,0
TP001,7,CH07,CH070002,1978,1983,TSHE,0,-1.4219,-8.2963,-3.4845,-4.5863,1.6389,1.3688
TP001,9,CH07,CH070002,1983,1988,ALL,0,-0.5119,11.2659,2.3579,1.8267,10.2818,11.2304
TP001,7,CH07,CH070002,1983,1988,PISI,0,2.0662,47.2873,17.4963,16.7728,9.5638,9.1669
TP001,7,CH07,CH070002,1983,1988,PSME,0,-0.0158,-0.3245,-0.1457,-0.1609,-0.0291,-0.0322
TP001,7,CH07,CH070002,1983,1988,TSHE,0,-2.5623,-35.6969,-14.9927,-14.7853,0.7471,0.6342
TP001,9,CH07,CH070002,1988,1993,ALL,0,2.2915,59.438,23.0881,20.8435,10.3001,26.1876
TP001,7,CH07,CH070002,1988,1993,PISI,0,1.6126,37.2376,13.7779,13.2083,2.7556,2.6417
TP001,7,CH07,CH070002,1988,1993,PSME,0,-0.0247,-0.4834,-0.2171,-0.2397,-0.0434,-0.0479
TP001,7,CH07,CH070002,1988,1993,TSHE,0,0.7036,22.6838,9.5272,7.8749,7.5879,6.9191
TP001,9,CH07,CH070002,1993,1998,ALL,0,-8.582,-129.9828,-57.5785,-56.7759,-9.8803,-55.1982
TP001,7,CH07,CH070002,1993,1998,PISI,0,1.7006,39.4436,14.5941,13.9909,2.9188,2.7982
TP001,7,CH07,CH070002,1993,1998,PSME,0,-2.164,-34.949,-15.6921,-17.1959,-3.1384,-3.4392
TP001,7,CH07,CH070002,1993,1998,TSHE,0,-8.1186,-134.4774,-56.4805,-53.5708,-9.6607,-9.1365
TP001,9,CH07,CH070002,1998,2003,ALL,0,-4.7875,-80.1794,-37.3039,-34.1168,9.3012,-17.8433
TP001,7,CH07,CH070002,1998,2003,PISI,0,3.0978,72.5708,26.8512,25.7415,5.3702,5.1483
TP001,7,CH07,CH070002,1998,2003,PSME,0,0,0,0,0,0,0
TP001,7,CH07,CH070002,1998,2003,TSHE,0,-7.8854,-152.7503,-64.1551,-59.8583,0.7925,0.8627
TP001,9,CH07,CH070002,2003,2008,ALL,0,-6.499,-117.414,-46.7482,-43.6273,8.1879,-27.1646
TP001,7,CH07,CH070002,2003,2008,PISI,0,-3.5356,-51.3141,-18.9862,-18.1931,-3.7972,-3.6386
TP001,7,CH07,CH070002,2003,2008,TSHE,0,-2.9634,-66.0999,-27.762,-25.4341,11.9852,11.3758
TP001,9,CH07,CH070003,1935,1940,ALL,0,2.3458,70.4387,28.8872,26.0199,5.7774,26.0199
TP001,7,CH07,CH070003,1935,1940,PISI,0,0.3043,15.2976,5.6601,5.4278,1.132,1.0856
TP001,7,CH07,CH070003,1935,1940,PSME,0,0.1245,2.3384,1.05,1.1571,0.21,0.2314
TP001,7,CH07,CH070003,1935,1940,TSHE,0,1.917,52.8026,22.1771,19.435,4.4354,3.887
TP001,9,CH07,CH070003,1940,1945,ALL,0,-0.6047,19.6347,4.8972,-0.4574,3.7918,2.3204
TP001,7,CH07,CH070003,1940,1945,PISI,0,1.6423,34.1072,12.6197,12.0968,3.8932,3.7314
TP001,7,CH07,CH070003,1940,1945,PSME,0,-3.6364,-56.6892,-25.4535,-27.849,-5.0907,-5.5698
TP001,7,CH07,CH070003,1940,1945,TSHE,0,1.3893,42.2167,17.731,15.2948,4.9893,4.5246
TP001,9,CH07,CH070003,1945,1955,ALL,0,7.5178,169.0746,67.6116,62.1317,10.2585,65.8758
TP001,7,CH07,CH070003,1945,1955,PISI,0,3.2905,69.2942,25.6388,24.5769,2.5639,2.4577
TP001,7,CH07,CH070003,1945,1955,PSME,0,0.1166,2.241,1.0062,1.1101,2.7639,3.026
TP001,7,CH07,CH070003,1945,1955,TSHE,0,4.1107,97.5394,40.9665,36.4446,4.9307,4.4736
TP001,9,CH07,CH070003,1955,1968,ALL,0,4.8626,143.3979,56.4231,50.4957,4.7185,50.8804
TP001,7,CH07,CH070003,1955,1968,PISI,0,3.6077,77.8864,28.818,27.6249,2.2168,2.125
TP001,7,CH07,CH070003,1955,1968,PSME,0,0.1611,3.1135,1.398,1.5432,0.1075,0.1187
TP001,7,CH07,CH070003,1955,1968,TSHE,0,1.0939,62.398,26.2072,21.3276,2.3942,2.0252
TP001,9,CH07,CH070003,1968,1978,ALL,0,5.9091,156.8916,62.1096,56.2036,9.1662,59.0795
TP001,7,CH07,CH070003,1968,1978,PISI,0,3.5484,77.8514,28.805,27.6129,2.8805,2.7613
TP001,7,CH07,CH070003,1968,1978,PSME,0,0.1887,3.7136,1.6674,1.8415,0.1667,0.1842
TP001,7,CH07,CH070003,1968,1978,TSHE,0,2.1719,75.3266,31.6372,26.7492,6.1189,5.5508
TP001,9,CH07,CH070003,1978,1983,ALL,0,-1.0771,1.3673,-1.3083,-1.9387,3.6827,1.8968
TP001,7,CH07,CH070003,1978,1983,PISI,0,1.6887,37.6505,13.9307,13.3543,2.7861,2.6709
TP001,7,CH07,CH070003,1978,1983,PSME,0,0,0,0,0,0,0
TP001,7,CH07,CH070003,1978,1983,TSHE,0,-2.7658,-36.2832,-15.2389,-15.293,0.8966,0.7768
TP001,9,CH07,CH070003,1983,1988,ALL,0,-3.4209,-25.9261,-11.4367,-14.7773,4.7139,-8.1667
TP001,7,CH07,CH070003,1983,1988,PISI,0,-0.8725,-7.5031,-2.7761,-2.6581,-0.5552,-0.5316
TP001,7,CH07,CH070003,1983,1988,PSME,0,-2.003,-31.8253,-14.2895,-15.6476,-2.8579,-3.1295
TP001,7,CH07,CH070003,1983,1988,TSHE,0,-0.5455,13.4023,5.629,3.5284,8.1271,7.3163
TP001,9,CH07,CH070003,1988,1993,ALL,0,3.419,85.9383,33.7417,30.6503,16.0458,40.0239
TP001,7,CH07,CH070003,1988,1993,PISI,0,2.0455,46.8524,17.3354,16.6186,6.3764,6.112
TP001,7,CH07,CH070003,1988,1993,PSME,0,-0.0168,-0.3358,-0.1508,-0.1666,2.8278,3.0962
TP001,7,CH07,CH070003,1988,1993,TSHE,0,1.3903,39.4217,16.5571,14.1983,6.8416,6.2955
TP001,9,CH07,CH070003,1993,1998,ALL,0,2.1769,51.426,19.4982,18.1018,5.6191,19.7568
TP001,7,CH07,CH070003,1993,1998,PISI,0,1.8271,42.2099,15.6177,14.972,3.1235,2.9944
TP001,7,CH07,CH070003,1993,1998,PSME,0,0.0168,0.3358,0.1508,0.1666,0.0302,0.0333
TP001,7,CH07,CH070003,1993,1998,TSHE,0,0.333,8.8803,3.7297,2.9632,2.4654,2.2476
TP001,9,CH07,CH070003,1998,2003,ALL,0,-0.9565,-11.1519,-1.0175,-2.2341,3.2343,0.9728
TP001,7,CH07,CH070003,1998,2003,PISI,0,-4.3676,-72.5372,-26.8388,-25.7216,-5.3678,-5.1443
TP001,7,CH07,CH070003,1998,2003,PSME,0,0.0692,1.3608,0.611,0.6753,0.1222,0.1351
TP001,7,CH07,CH070003,1998,2003,TSHE,0,3.3419,60.0244,25.2103,22.8122,8.4798,7.7693
TP001,9,CH07,CH070003,2003,2008,ALL,0,-1.0494,-20.8722,-10.7322,-9.214,7.3223,-0.132
TP001,7,CH07,CH070003,2003,2008,PISI,0,1.7391,40.4302,14.9592,14.3408,10.7305,10.2854
TP001,7,CH07,CH070003,2003,2008,PSME,0,0.0949,1.9174,0.8609,0.9518,0.1722,0.1904
TP001,7,CH07,CH070003,2003,2008,TSHE,0,-2.8834,-63.2198,-26.5523,-24.5066,-3.5803,-3.2365
TP001,9,CH07,CH070004,1935,1940,ALL,0,4.414,97.0049,38.6734,35.6886,7.7347,35.6886
TP001,7,CH07,CH070004,1935,1940,PISI,0,1.9219,41.9375,15.5169,14.8746,3.1034,2.9749
TP001,7,CH07,CH070004,1935,1940,PSME,0,0.0464,0.9723,0.4366,0.4836,0.0873,0.0967
TP001,7,CH07,CH070004,1935,1940,TSHE,0,2.4457,54.0951,22.72,20.3304,4.544,4.0661
TP001,9,CH07,CH070004,1940,1945,ALL,0,1.9091,60.2061,22.7665,18.7548,4.5533,18.7548
TP001,7,CH07,CH070004,1940,1945,PISI,0,1.6522,36.7731,13.606,13.0431,2.7212,2.6086
TP001,7,CH07,CH070004,1940,1945,PSME,0,-1.5642,-23.4964,-10.5499,-11.5234,-2.11,-2.3047
TP001,7,CH07,CH070004,1940,1945,TSHE,0,1.8211,46.9294,19.7103,17.2351,3.9421,3.447
TP001,9,CH07,CH070004,1945,1955,ALL,0,7.6225,173.3279,68.4385,63.0996,8.0511,64.4128
TP001,7,CH07,CH070004,1945,1955,PISI,0,3.9407,87.7433,32.465,31.1219,3.2465,3.1122
TP001,7,CH07,CH070004,1945,1955,PSME,0,0.0445,0.9653,0.4334,0.4812,1.1199,1.2244
TP001,7,CH07,CH070004,1945,1955,TSHE,0,3.6374,84.6193,35.5401,31.4965,3.6848,3.2867
TP001,9,CH07,CH070004,1955,1968,ALL,0,5.7233,189.0028,71.6235,65.4763,5.5095,65.4763
TP001,7,CH07,CH070004,1955,1968,PISI,0,5.9891,155.7183,57.6158,55.239,4.432,4.2492
TP001,7,CH07,CH070004,1955,1968,PSME,0,0.0435,0.9731,0.4369,0.4852,0.0336,0.0373
TP001,7,CH07,CH070004,1955,1968,TSHE,0,-0.3093,32.3114,13.5708,9.7521,1.0439,0.7502
TP001,9,CH07,CH070004,1968,1978,ALL,0,3.9595,112.3747,42.8956,39.234,7.1082,41.9818
TP001,7,CH07,CH070004,1968,1978,PISI,0,3.5524,86.0359,31.8333,30.5187,3.8833,3.7227
TP001,7,CH07,CH070004,1968,1978,PSME,0,0,0,0,0,0,0
TP001,7,CH07,CH070004,1968,1978,TSHE,0,0.4071,26.3388,11.0623,8.7154,3.2248,2.9485
TP001,9,CH07,CH070004,1978,1983,ALL,0,-9.6344,-173.3909,-70.9761,-65.8246,-10.9025,-62.747
TP001,7,CH07,CH070004,1978,1983,PISI,0,-2.2787,-36.961,-13.6756,-13.106,-2.7351,-2.6212
TP001,7,CH07,CH070004,1978,1983,PSME,0,0,0,0,0,0,0
TP001,7,CH07,CH070004,1978,1983,TSHE,0,-7.3557,-136.4299,-57.3005,-52.7185,-8.1674,-7.4662
TP001,9,CH07,CH070004,1983,1988,ALL,0,-6.1047,-102.2873,-40.4523,-38.3998,9.4578,-22.1839
TP001,7,CH07,CH070004,1983,1988,PISI,0,-2.9298,-49.3132,-18.2459,-17.4865,0.5646,0.5414
TP001,7,CH07,CH070004,1983,1988,PSME,0,0.0662,1.4744,0.662,0.7352,0.1324,0.147
TP001,7,CH07,CH070004,1983,1988,TSHE,0,-3.2411,-54.4485,-22.8684,-21.6484,8.7608,7.8475
TP001,9,CH07,CH070004,1988,1993,ALL,0,0.3933,32.3505,11.5013,10.2363,15.2448,22.4356
TP001,7,CH07,CH070004,1988,1993,PISI,0,1.6532,42.8745,15.8636,15.2094,9.1217,8.744
TP001,7,CH07,CH070004,1988,1993,PSME,0,0.0899,1.9934,0.895,0.9942,0.179,0.1988
TP001,7,CH07,CH070004,1988,1993,TSHE,0,-1.3498,-12.5174,-5.2573,-5.9672,5.9441,5.3037
TP001,9,CH07,CH070004,1993,1998,ALL,0,-18.915,-391.8007,-157.2072,-143.7103,-27.5379,-139.9752
TP001,7,CH07,CH070004,1993,1998,PISI,0,-7.9842,-146.9825,-54.3835,-52.1249,-10.8767,-10.425
TP001,7,CH07,CH070004,1993,1998,PSME,0,0,0,0,0,0,0
TP001,7,CH07,CH070004,1993,1998,TSHE,0,-10.9308,-244.8182,-102.8236,-91.5854,-16.6612,-14.582
TP001,9,CH07,CH070004,1998,2003,ALL,0,3.3824,44.1598,17.6745,17.4708,37.8144,48.872
TP001,7,CH07,CH070004,1998,2003,PISI,0,0.7085,17.7447,6.5655,6.2946,13.361,12.8067
TP001,7,CH07,CH070004,1998,2003,PSME,0,0.0217,0.5033,0.226,0.251,0.0452,0.0502
TP001,7,CH07,CH070004,1998,2003,TSHE,0,2.6522,25.9118,10.8829,10.9252,24.4082,22.0385
TP001,9,CH07,CH070004,2003,2008,ALL,0,-16.8607,-371.4968,-145.8353,-133.5636,-28.1314,-132.5402
TP001,7,CH07,CH070004,2003,2008,PISI,0,-10.3824,-200.7314,-74.2706,-71.1892,-14.8541,-14.2378
TP001,7,CH07,CH070004,2003,2008,PSME,0,0.2401,5.4047,2.4267,2.6966,0.4853,0.5393
TP001,7,CH07,CH070004,2003,2008,TSHE,0,-6.7184,-176.17,-73.9914,-65.071,-13.7626,-11.9908
TP001,9,CH08,CH080001,1935,1940,ALL,0,0.75,48.3629,20.3124,16.6852,4.0625,16.6852
TP001,7,CH08,CH080001,1935,1940,TSHE,0,0.75,48.3629,20.3124,16.6852,4.0625,3.337
TP001,9,CH08,CH080001,1940,1945,ALL,0,3.1621,76.3286,32.058,28.5386,11.176,33.3155
TP001,7,CH08,CH080001,1940,1945,TSHE,0,3.1621,76.3286,32.058,28.5386,11.176,10.4847
TP001,9,CH08,CH080001,1945,1955,ALL,0,-3.414,8.6458,3.6312,-1.2434,1.188,-0.4108
TP001,7,CH08,CH080001,1945,1955,TSHE,0,-3.414,8.6458,3.6312,-1.2434,1.188,0.7083
TP001,9,CH08,CH080001,1955,1968,ALL,0,4.7302,143.443,60.2461,51.9607,8.8912,56.1941
TP001,7,CH08,CH080001,1955,1968,TSHE,0,4.7302,143.443,60.2461,51.9607,8.8912,8.2304
TP001,9,CH08,CH080001,1968,1978,ALL,0,5.5287,155.2522,65.2059,56.6697,9.505,59.6244
TP001,7,CH08,CH080001,1968,1978,TSHE,0,5.5287,155.2522,65.2059,56.6697,9.505,8.6217
TP001,9,CH08,CH080001,1978,1983,ALL,0,-0.7796,7.4651,3.1353,1.3006,3.9231,4.6382
TP001,7,CH08,CH080001,1978,1983,TSHE,0,-0.7796,7.4651,3.1353,1.3006,3.9231,3.5977
TP001,9,CH08,CH080001,1983,1988,ALL,0,-4.3617,-37.1699,-15.6114,-17.5408,2.2961,-12.3976
TP001,7,CH08,CH080001,1983,1988,TSHE,0,-4.3617,-37.1699,-15.6114,-17.5408,2.2961,1.635
TP001,9,CH08,CH080001,1988,1993,ALL,0,-0.5692,24.6412,10.3493,7.0029,12.2012,16.7749
TP001,7,CH08,CH080001,1988,1993,TSHE,0,-0.5692,24.6412,10.3493,7.0029,12.2012,11.1725
TP001,9,CH08,CH080001,1993,1998,ALL,0,-11.0474,-181.3315,-76.1592,-72.248,-9.8558,-66.9776
TP001,7,CH08,CH080001,1993,1998,TSHE,0,-11.0474,-181.3315,-76.1592,-72.248,-9.8558,-9.1792
TP001,9,CH08,CH080001,1998,2003,ALL,0,-36.3933,-710.4979,-298.4091,-273.5246,-38.9815,-254.1762
TP001,7,CH08,CH080001,1998,2003,TSHE,0,-36.3933,-710.4979,-298.4091,-273.5246,-38.9815,-35.3565
TP001,9,CH08,CH080001,2003,2008,ALL,0,-38.2105,-701.5334,-294.644,-273.4873,5.7805,-213.9386
TP001,7,CH08,CH080001,2003,2008,TSHE,0,-38.2105,-701.5334,-294.644,-273.4873,5.7805,4.8512
TP001,9,CH08,CH080002,1935,1940,ALL,0,-2.5553,-10.8715,-4.566,-6.6551,-0.9132,-6.6551
TP001,7,CH08,CH080002,1935,1940,TSHE,0,-2.5553,-10.8715,-4.566,-6.6551,-0.9132,-1.331
TP001,9,CH08,CH080002,1940,1945,ALL,0,1.8458,53.0699,22.2894,19.3305,12.2001,26.8535
TP001,7,CH08,CH080002,1940,1945,TSHE,0,1.8458,53.0699,22.2894,19.3305,12.2001,11.3891
TP001,9,CH08,CH080002,1945,1955,ALL,0,-1.0375,28.2538,11.8666,7.6702,2.1846,8.6541
TP001,7,CH08,CH080002,1945,1955,TSHE,0,-1.0375,28.2538,11.8666,7.6702,2.1846,1.751
TP001,9,CH08,CH080002,1955,1968,ALL,0,1.7668,87.8441,36.8945,30.0977,5.9918,33.1519
TP001,7,CH08,CH080002,1955,1968,TSHE,0,1.7668,87.8441,36.8945,30.0977,5.9918,5.3694
TP001,9,CH08,CH080002,1968,1978,ALL,0,0.0306,66.7296,28.0264,21.0574,7.1007,25.1517
TP001,7,CH08,CH080002,1968,1978,TSHE,0,0.0306,66.7296,28.0264,21.0574,7.1007,6.2
TP001,9,CH08,CH080002,1978,1983,ALL,0,-10.2451,-191.2958,-80.3443,-74.7394,-7.4377,-66.3693
