DBCODE,ENTITY,STANDID,PLOTID,SPECIES,YEAR,PORTION,TPH_NHA,BA_M2HA,VOL_M3HA,BIO_MGHA,JENKBIO_MGHA
TP001,8,MUNA,MUNA0067,PSME,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0067,TSHE,1991,INGROWTH,13,0.053,0.283,0.119,0.14
TP001,8,MUNA,MUNA0067,TSHE,1991,LIVE,13,0.053,0.283,0.119,0.14
TP001,8,MUNA,MUNA0067,TSHE,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABAM,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABAM,1998,LIVE,38,6.917,105.2,43.868,46.361
TP001,8,MUNA,MUNA0067,ABAM,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABPR,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABPR,1998,LIVE,13,0.828,6.317,2.337,4.225
TP001,8,MUNA,MUNA0067,ABPR,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ALL,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ALL,1998,LIVE,211,81.507,1587.622,708.96,783.969
TP001,8,MUNA,MUNA0067,ALL,1998,MORTALITY,13,0.904,11.555,5.188,5.627
TP001,8,MUNA,MUNA0067,PSME,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,PSME,1998,LIVE,149,73.67,1475.533,662.515,733.109
TP001,8,MUNA,MUNA0067,PSME,1998,MORTALITY,13,0.904,11.555,5.188,5.627
TP001,8,MUNA,MUNA0067,TSHE,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,TSHE,1998,LIVE,13,0.091,0.571,0.24,0.274
TP001,8,MUNA,MUNA0067,TSHE,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABAM,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABAM,2004,LIVE,25,5.714,90.808,37.867,39.728
TP001,8,MUNA,MUNA0067,ABAM,2004,MORTALITY,13,1.315,16.412,6.844,7.501
TP001,8,MUNA,MUNA0067,ABPR,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABPR,2004,LIVE,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABPR,2004,MORTALITY,13,0.828,6.317,2.337,4.225
TP001,8,MUNA,MUNA0067,ALL,2004,INGROWTH,25,0.663,7.103,2.983,3.062
TP001,8,MUNA,MUNA0067,ALL,2004,LIVE,211,81.396,1604.517,717.289,791.44
TP001,8,MUNA,MUNA0067,ALL,2004,MORTALITY,25,2.143,22.729,9.181,11.726
TP001,8,MUNA,MUNA0067,PSME,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,PSME,2004,LIVE,149,74.885,1505.676,676.049,748.213
TP001,8,MUNA,MUNA0067,PSME,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0067,TSHE,2004,INGROWTH,25,0.663,7.103,2.983,3.062
TP001,8,MUNA,MUNA0067,TSHE,2004,LIVE,38,0.796,8.033,3.374,3.499
TP001,8,MUNA,MUNA0067,TSHE,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABAM,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABAM,2009,LIVE,13,2.274,33.34,13.903,14.805
TP001,8,MUNA,MUNA0067,ABAM,2009,MORTALITY,13,3.624,60.916,25.402,26.395
TP001,8,MUNA,MUNA0067,ALL,2009,INGROWTH,38,0.206,1.3,0.546,0.622
TP001,8,MUNA,MUNA0067,ALL,2009,LIVE,235,80.896,1613.426,723.04,799.609
TP001,8,MUNA,MUNA0067,ALL,2009,MORTALITY,13,3.624,60.916,25.402,26.395
TP001,8,MUNA,MUNA0067,PSME,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,PSME,2009,LIVE,149,77.467,1569.012,704.487,779.94
TP001,8,MUNA,MUNA0067,PSME,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0067,TSHE,2009,INGROWTH,38,0.206,1.3,0.546,0.622
TP001,8,MUNA,MUNA0067,TSHE,2009,LIVE,75,1.155,11.074,4.651,4.863
TP001,8,MUNA,MUNA0067,TSHE,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABAM,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ABAM,2014,LIVE,13,2.265,33.162,13.829,14.729
TP001,8,MUNA,MUNA0067,ABAM,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ALL,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,ALL,2014,LIVE,223,77.103,1547.624,693.453,767.032
TP001,8,MUNA,MUNA0067,ALL,2014,MORTALITY,13,3.792,65.806,29.547,32.481
TP001,8,MUNA,MUNA0067,PSME,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,PSME,2014,LIVE,136,73.559,1501.743,674.283,746.756
TP001,8,MUNA,MUNA0067,PSME,2014,MORTALITY,13,3.792,65.806,29.547,32.481
TP001,8,MUNA,MUNA0067,TSHE,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0067,TSHE,2014,LIVE,75,1.279,12.719,5.342,5.546
TP001,8,MUNA,MUNA0067,TSHE,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1947,LIVE,38,2.286,27.433,11.44,12.61
TP001,8,MUNA,MUNA0069,ABAM,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1947,LIVE,310,83.279,1599.444,713.234,779.329
TP001,8,MUNA,MUNA0069,ALL,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1947,LIVE,124,69.768,1410.676,633.393,701.149
TP001,8,MUNA,MUNA0069,PSME,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TABR,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TABR,1947,LIVE,13,0.373,3.555,2.133,1.571
TP001,8,MUNA,MUNA0069,TABR,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1947,LIVE,136,10.853,157.781,66.268,63.998
TP001,8,MUNA,MUNA0069,TSHE,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1953,LIVE,38,2.477,30.455,12.7,13.937
TP001,8,MUNA,MUNA0069,ABAM,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1953,LIVE,310,86.033,1658.452,739.116,806.709
TP001,8,MUNA,MUNA0069,ALL,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1953,LIVE,124,71.357,1448.891,650.552,720.276
TP001,8,MUNA,MUNA0069,PSME,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TABR,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TABR,1953,LIVE,13,0.373,3.555,2.133,1.571
TP001,8,MUNA,MUNA0069,TABR,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1953,LIVE,136,11.826,175.552,73.732,70.924
TP001,8,MUNA,MUNA0069,TSHE,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1959,LIVE,38,2.551,31.502,13.136,14.408
TP001,8,MUNA,MUNA0069,ABAM,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1959,LIVE,310,87.665,1693.347,754.254,821.947
TP001,8,MUNA,MUNA0069,ALL,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1959,LIVE,124,71.913,1463.503,657.113,727.617
TP001,8,MUNA,MUNA0069,PSME,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TABR,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TABR,1959,LIVE,13,0.4,3.894,2.337,1.714
TP001,8,MUNA,MUNA0069,TABR,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1959,LIVE,136,12.8,194.448,81.668,78.208
TP001,8,MUNA,MUNA0069,TSHE,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1965,LIVE,25,1.693,22.101,9.216,10.008
TP001,8,MUNA,MUNA0069,ABAM,1965,MORTALITY,13,0.874,9.675,4.034,4.518
TP001,8,MUNA,MUNA0069,ALL,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1965,LIVE,285,81.454,1581.354,703.697,764.377
TP001,8,MUNA,MUNA0069,ALL,1965,MORTALITY,25,8.07,152.761,68.28,75.571
TP001,8,MUNA,MUNA0069,PSME,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1965,LIVE,112,65.504,1340.2,601.75,666.485
TP001,8,MUNA,MUNA0069,PSME,1965,MORTALITY,13,7.197,143.086,64.246,71.053
TP001,8,MUNA,MUNA0069,TABR,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TABR,1965,LIVE,13,0.412,4.046,2.427,1.778
TP001,8,MUNA,MUNA0069,TABR,1965,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1965,LIVE,136,13.844,215.007,90.303,86.106
TP001,8,MUNA,MUNA0069,TSHE,1965,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1971,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1971,LIVE,25,1.758,23.218,9.682,10.492
TP001,8,MUNA,MUNA0069,ABAM,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1971,INGROWTH,13,0.564,6.083,2.555,2.624
TP001,8,MUNA,MUNA0069,ALL,1971,LIVE,285,77.295,1498.883,665.987,721.288
TP001,8,MUNA,MUNA0069,ALL,1971,MORTALITY,13,5.831,110.863,49.777,54.943
TP001,8,MUNA,MUNA0069,PSME,1971,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1971,LIVE,99,59.889,1234.418,554.254,614.083
TP001,8,MUNA,MUNA0069,PSME,1971,MORTALITY,13,5.831,110.863,49.777,54.943
TP001,8,MUNA,MUNA0069,TABR,1971,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TABR,1971,LIVE,13,0.412,4.046,2.427,1.778
TP001,8,MUNA,MUNA0069,TABR,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1971,INGROWTH,13,0.564,6.083,2.555,2.624
TP001,8,MUNA,MUNA0069,TSHE,1971,LIVE,149,15.237,237.201,99.624,94.936
TP001,8,MUNA,MUNA0069,TSHE,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1977,LIVE,25,1.801,23.952,9.988,10.81
TP001,8,MUNA,MUNA0069,ABAM,1977,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1977,LIVE,235,66.511,1297.828,574.437,619.263
TP001,8,MUNA,MUNA0069,ALL,1977,MORTALITY,50,12.718,244.658,110.453,121.205
TP001,8,MUNA,MUNA0069,PSME,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1977,LIVE,75,48.405,1014.542,455.529,505.075
TP001,8,MUNA,MUNA0069,PSME,1977,MORTALITY,25,12.251,240.309,107.899,119.278
TP001,8,MUNA,MUNA0069,TABR,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TABR,1977,LIVE,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TABR,1977,MORTALITY,13,0.412,4.046,2.427,1.778
TP001,8,MUNA,MUNA0069,TSHE,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1977,LIVE,136,16.304,259.334,108.92,103.377
TP001,8,MUNA,MUNA0069,TSHE,1977,MORTALITY,13,0.056,0.303,0.127,0.15
TP001,8,MUNA,MUNA0069,ABAM,1983,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1983,LIVE,25,1.826,24.388,10.17,10.999
TP001,8,MUNA,MUNA0069,ABAM,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1983,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1983,LIVE,235,68.424,1339.334,592.293,636.889
TP001,8,MUNA,MUNA0069,ALL,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1983,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1983,LIVE,75,48.988,1029.169,462.097,512.411
TP001,8,MUNA,MUNA0069,PSME,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1983,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1983,LIVE,136,17.611,285.778,120.027,113.48
TP001,8,MUNA,MUNA0069,TSHE,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1991,LIVE,13,1.871,25.902,10.801,11.621
TP001,8,MUNA,MUNA0069,ABAM,1991,MORTALITY,13,0.056,0.277,0.116,0.15
TP001,8,MUNA,MUNA0069,ALL,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1991,LIVE,223,71.703,1414.649,624.967,669.922
TP001,8,MUNA,MUNA0069,ALL,1991,MORTALITY,13,0.056,0.277,0.116,0.15
TP001,8,MUNA,MUNA0069,PSME,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1991,LIVE,75,50.422,1065.254,478.299,530.507
TP001,8,MUNA,MUNA0069,PSME,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1991,LIVE,136,19.41,323.493,135.867,127.794
TP001,8,MUNA,MUNA0069,TSHE,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,1998,LIVE,13,1.803,24.699,10.299,11.103
TP001,8,MUNA,MUNA0069,ABAM,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,1998,INGROWTH,13,0.046,0.236,0.099,0.118
TP001,8,MUNA,MUNA0069,ALL,1998,LIVE,235,74.216,1472.511,650.006,694.859
TP001,8,MUNA,MUNA0069,ALL,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,1998,LIVE,75,51.41,1090.525,489.646,543.187
TP001,8,MUNA,MUNA0069,PSME,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,1998,INGROWTH,13,0.046,0.236,0.099,0.118
TP001,8,MUNA,MUNA0069,TSHE,1998,LIVE,149,21.002,357.287,150.06,140.569
TP001,8,MUNA,MUNA0069,TSHE,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,2004,LIVE,13,1.837,25.296,10.549,11.36
TP001,8,MUNA,MUNA0069,ABAM,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,2004,LIVE,235,75.713,1506.608,664.631,709.081
TP001,8,MUNA,MUNA0069,ALL,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,2004,LIVE,75,51.806,1101.069,494.38,548.487
TP001,8,MUNA,MUNA0069,PSME,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,2004,LIVE,149,22.07,380.243,159.702,149.234
TP001,8,MUNA,MUNA0069,TSHE,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,2009,LIVE,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ABAM,2009,MORTALITY,13,1.837,25.296,10.549,11.36
TP001,8,MUNA,MUNA0069,ALL,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,2009,LIVE,223,75.429,1518.678,670.176,713.471
TP001,8,MUNA,MUNA0069,ALL,2009,MORTALITY,13,1.837,25.296,10.549,11.36
TP001,8,MUNA,MUNA0069,PSME,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,2009,LIVE,75,52.32,1114.875,500.579,555.428
TP001,8,MUNA,MUNA0069,PSME,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,2009,LIVE,149,23.109,403.803,169.597,158.043
TP001,8,MUNA,MUNA0069,TSHE,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,ALL,2014,LIVE,223,77.132,1557.717,687.055,730.181
TP001,8,MUNA,MUNA0069,ALL,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,PSME,2014,LIVE,75,53.027,1131.506,508.046,563.743
TP001,8,MUNA,MUNA0069,PSME,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0069,TSHE,2014,LIVE,149,24.105,426.211,179.009,166.438
TP001,8,MUNA,MUNA0069,TSHE,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ALL,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ALL,1947,LIVE,248,132.54,2822.899,1267.91,1404.351
TP001,8,MUNA,MUNA0073,ALL,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,PSME,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,PSME,1947,LIVE,174,129.748,2790.224,1252.811,1390.527
TP001,8,MUNA,MUNA0073,PSME,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TABR,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TABR,1947,LIVE,38,0.831,7.643,4.586,3.395
TP001,8,MUNA,MUNA0073,TABR,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TSHE,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TSHE,1947,LIVE,38,1.962,25.033,10.514,10.43
TP001,8,MUNA,MUNA0073,TSHE,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ABGR,1953,INGROWTH,13,0.587,4.311,1.509,2.761
TP001,8,MUNA,MUNA0073,ABGR,1953,LIVE,13,0.587,4.311,1.509,2.761
TP001,8,MUNA,MUNA0073,ABGR,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ALL,1953,INGROWTH,13,0.587,4.311,1.509,2.761
TP001,8,MUNA,MUNA0073,ALL,1953,LIVE,235,111.663,2347.734,1054.094,1167.206
TP001,8,MUNA,MUNA0073,ALL,1953,MORTALITY,25,24.005,540.861,242.847,270.101
TP001,8,MUNA,MUNA0073,PSME,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,PSME,1953,LIVE,149,107.886,2304.563,1034.749,1148.135
TP001,8,MUNA,MUNA0073,PSME,1953,MORTALITY,25,24.005,540.861,242.847,270.101
TP001,8,MUNA,MUNA0073,TABR,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TABR,1953,LIVE,38,0.895,8.417,5.05,3.724
TP001,8,MUNA,MUNA0073,TABR,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TSHE,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TSHE,1953,LIVE,38,2.294,30.443,12.786,12.587
TP001,8,MUNA,MUNA0073,TSHE,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ABGR,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ABGR,1959,LIVE,13,0.692,5.41,1.893,3.384
TP001,8,MUNA,MUNA0073,ABGR,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ALL,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ALL,1959,LIVE,223,103.171,2166.725,972.79,1076.477
TP001,8,MUNA,MUNA0073,ALL,1959,MORTALITY,13,10.949,237.98,106.853,118.641
TP001,8,MUNA,MUNA0073,PSME,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,PSME,1959,LIVE,136,98.815,2114.99,949.63,1053.792
TP001,8,MUNA,MUNA0073,PSME,1959,MORTALITY,13,10.949,237.98,106.853,118.641
TP001,8,MUNA,MUNA0073,TABR,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TABR,1959,LIVE,38,1.02,10.049,6.03,4.405
TP001,8,MUNA,MUNA0073,TABR,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TSHE,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TSHE,1959,LIVE,38,2.644,36.277,15.236,14.897
TP001,8,MUNA,MUNA0073,TSHE,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ABGR,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ABGR,1965,LIVE,13,0.745,5.99,2.097,3.707
TP001,8,MUNA,MUNA0073,ABGR,1965,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ALL,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ALL,1965,LIVE,198,105.57,2234.53,1002.941,1110.017
TP001,8,MUNA,MUNA0073,ALL,1965,MORTALITY,25,0.57,5.701,2.707,2.743
TP001,8,MUNA,MUNA0073,PSME,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,PSME,1965,LIVE,124,100.918,2176.826,977.395,1084.942
TP001,8,MUNA,MUNA0073,PSME,1965,MORTALITY,13,0.433,4.729,2.123,2.287
TP001,8,MUNA,MUNA0073,TABR,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TABR,1965,LIVE,25,0.926,9.61,5.766,4.175
TP001,8,MUNA,MUNA0073,TABR,1965,MORTALITY,13,0.137,0.972,0.583,0.456
TP001,8,MUNA,MUNA0073,TSHE,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TSHE,1965,LIVE,38,2.98,42.104,17.684,17.193
TP001,8,MUNA,MUNA0073,TSHE,1965,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ABGR,1971,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ABGR,1971,LIVE,13,0.755,6.111,2.139,3.774
TP001,8,MUNA,MUNA0073,ABGR,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ALL,1971,INGROWTH,13,0.046,0.236,0.099,0.118
TP001,8,MUNA,MUNA0073,ALL,1971,LIVE,211,107.989,2291.861,1028.718,1138.072
TP001,8,MUNA,MUNA0073,ALL,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,PSME,1971,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,PSME,1971,LIVE,124,102.858,2226.838,999.85,1110.047
TP001,8,MUNA,MUNA0073,PSME,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TABR,1971,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TABR,1971,LIVE,25,1.031,11.033,6.62,4.764
TP001,8,MUNA,MUNA0073,TABR,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TSHE,1971,INGROWTH,13,0.046,0.236,0.099,0.118
TP001,8,MUNA,MUNA0073,TSHE,1971,LIVE,50,3.345,47.879,20.109,19.488
TP001,8,MUNA,MUNA0073,TSHE,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ABGR,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ABGR,1977,LIVE,0,0,0,0,0
TP001,8,MUNA,MUNA0073,ABGR,1977,MORTALITY,13,0.755,6.111,2.139,3.774
TP001,8,MUNA,MUNA0073,ALL,1977,INGROWTH,13,0.085,0.527,0.221,0.254
TP001,8,MUNA,MUNA0073,ALL,1977,LIVE,211,109.014,2326.761,1044.905,1153.987
TP001,8,MUNA,MUNA0073,ALL,1977,MORTALITY,13,0.755,6.111,2.139,3.774
TP001,8,MUNA,MUNA0073,PSME,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,PSME,1977,LIVE,124,104.062,2258.891,1014.242,1126.158
TP001,8,MUNA,MUNA0073,PSME,1977,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TABR,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TABR,1977,LIVE,25,1.103,11.988,7.193,5.161
TP001,8,MUNA,MUNA0073,TABR,1977,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0073,TSHE,1977,INGROWTH,13,0.085,0.527,0.221,0.254
TP001,8,MUNA,MUNA0073,TSHE,1977,LIVE,62,3.849,55.882,23.47,22.667
TP001,8,MUNA,MUNA0073,TSHE,1977,MORTALITY,0,0,0,0,0
